,Artists,Title,Lyrics
10,Hanan Ben Ari,שמש,"3 ContributorsShemesh - שמש Lyrics
כבר שנים שאני לא דומעת
כבר שנים שבלי סיבה
אני מוצאת עצמי מתגעגעת
מחפשת לי תשובה

תראה אותי, תתן לי יד
אני אחת שמוכנה להשתנות
תבוא תאיר לי את ימיי
באור יפה, גנוז כמעט מיליון דורות

ואז אני אהיה כמו שמש לעולם
אהיה כמו ציפור נודדת במרחב
אתה, אתה תהיה לי מלך לעולם
מודה אני לך על דרך שנשבעת לי

ועכשיו שיש קצת אור בחדר
ועכשיו שיש אותך
אני פתאום בוכה ומתפללת
מפחדת שתשכח

תראה אותי, תתן לי יד
אני אחת שמוכנה להשתנות
תבוא תאיר לי את ימיי
באור יפה, גנוז כמעט מיליון דורות
You might also like
ואז אני אהיה כמו שמש לעולם
אהיה כמו ציפור נודדת במרחב
אתה, אתה תהיה לי מלך לעולם
מודה אני לך על דרך שנשבעת לי

קח את הזמן אני לא ממהרת
ונשארת לעמוד
ואנגן כאן על מפתן הדלת
עד שתצא אחר כבוד

ותקח אותי תתן לי יד
אתה אחד שמסוגל להתגלות
תבוא תאיר לי את ימיי
באור יפה, גנוז כמעט מיליון דורות

ואז אני אהיה כמו שמש לעולם
אהיה כמו ציפור נודדת חופשייה
אתה, אתה תהיה לי מלך לעולם
מודה אני לך על דרך שנשבעת ליEmbed"
11,Ran Danker,בית משוגעים,"5 ContributorsBet Meshuga’im - בית משוגעים Lyrics
?מי אתה ומה אתה אוהב
?וכמה מחשבות תגיד על מי אתה חושב
?ואיך ת'לא מזמין לחתונה
?תגיד היה שם רב או שזה סתם היה שכונה

תנו לי לענות תנו לי להסביר
איך אני אוהב ת'קטסטרופה של העיר
תנו לי ליהנות תנו לי להזיז
לפתוח את הכל כמו שמפניה בפריז

תנו לי לענות תנו לי להסביר
איך אני אוהב ת'קטסטרופה של העיר
תנו לי ליהנות תנו לי להזיז
לפתוח את הכל כמו שמפניה בפריז

בא לי בלילות, לרקוד עם כוכבים
לזרוק את הבגדים, לא לחשוב אם מסתכלים
ובא לי בזריחות, לחגוג את החיים
לברוח לפעמים, כי גם ככה פה זה בית משוגעים

You might also like
?מתי אתה החלטת לצאת
?תגיד זה לא אתה זה שהיה אז עם נינט
?מתי תביא לנו טלנובלה
וואלה החיים שלך זה סרט באמת

תנו לי לענות תנו לי להסביר
וואלה יש מצב הייתי אז עם חצי עיר
תנו לי ליהנות תנו לי להזיז
לפתוח את הכל כמו שמפניה בפריז

בא לי בלילות, לרקוד עם כוכבים
לזרוק את הבגדים, לא לחשוב אם מסתכלים
ובא לי בזריחות, לחגוג את החיים
לברוח לפעמים, כי גם ככה פה זה בית משוגעים

(זה בית משוגעים)

חזרתי מניו יורק, אחרי כמה שנים
מזוודה אחת לדירת שני חדרים
ביפו על הגג כתבתי לי שירים
לא היה לאן לברוח רציתי רק לחזור ישר
לבית משוגעים
(-בית משוג)
(זה בית משוגעים)
(זה בית משוגעים)Embed"
12,Benaia Barabi,מישהו איתי כאן,"3 ContributorsMishehu Iti Kan - מישהו איתי כאן Lyricsקח את עצמך, בוא נברח
אל מקום בו השמש תזרח, עלינו
היא עוד תזרח עלינו
אין לי ספק שנוכל לתקן ולתת לניגון לכוון, אותנו
הוא יכוון, אתה יודע
יש מקום אי בודד, ואליו אני רוצה ללכת
אין מקום לפחד לאבד את עצמי בדרך
לומד מכל מה שהיה
ויותר לא עוצר, לא נוגע בזמן
מחפש לי מהות, רגע אושר קטן
אני יודע, מישהו איתי כאן
מישהו איתי כאן
קח את עצמך בוא נצרח
על מרפסת נרקוד ונשמח, רק שנינו
איך נשמח רק שנינו
שמע, לכל שאלה יש תשובה, דע מאיפה אתה בא אלינו
ולאן תלך, מי יודע
יש מקום אי בודד, ואליו אני רוצה ללכת
אין מקום לפחד לאבד את עצמי בדרך
לומד מכל מה שהיה
ויותר לא עוצר לא נוגע בזמן
מחפש לי מהות רגע אושר קטן
אני יודע, מישהו איתי כאן
מישהו איתי כאן
You might also likeכמו משוגע לא יודע לאן
כשהרגשתי לבד איך זרקת סימן
אני יודע, מישהו איתי כאן
מישהו איתי כאן
ויותר לא עוצר לא נוגע בזמן
מחפש לי מהות רגע אושר קטן
אני יודע, מישהו איתי כאן
מישהו איתי כאן
כמו משוגע לא יודע לאן
כשהרגשתי לבד איך זרקת סימן
אני יודע, מישהו איתי כאן
מישהו איתי כאן
כמו משוגע לא יודע לאן
כשהרגשתי לבד איך זרקת סימן
אני יודע, מישהו איתי כאן
מישהו איתי כאןEmbed"
13,The Kid LAROI,Stay,"128 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoDeutschFrançaisفارسیРусскийSTAY Lyrics
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can’t find nobody else as good as you
I need you to stay, need you to stay, hey (Oh)

I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
Oh, I’ll be fucked up if you can't be right here

Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, I'll be fucked up if you can't be right here

I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
You might also like
When I’m away from you, I miss your touch (Ooh)
You’re the reason I believe in love
It's been difficult for me to trust (Ooh)
And I’m afraid that I'ma fuck it up
Ain't no way that I can leave you stranded
'Cause you ain’t ever left me empty-handed
And you know that I know that I can't live without you
So, baby, stay

Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
I'll be fucked up if you can't be right here

I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
Woah-oh
I need you to stay, need you to stay, hey112Embed"
14,Glass Animals,Heat Waves,"147 ContributorsTranslationsItalianoDeutschFrançaisHeat Waves Lyrics
(Last night, all I think about is you)
(Don't stop, baby, you can walk through)
(Don't want, baby, think about you)
(You know that I'm never gonna lose)
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a—

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

Usually, I put somethin' on TV
So we never think about you and me
But today, I see our reflections clearly
In Hollywood, layin' on the screen
You just need a better life than this
You need somethin' I can never give
Fake water all across the road
It's gone now, the night has come, but
You might also like
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

You can't fight it, you can't breathe
You say somethin' so lovin', but
Now I gotta let you go
You'll be better off in someone new
I don't wanna be alone
You know it hurts me too
You look so broken when you cry
One more and then I say goodbye

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
I just wonder what you're dreamin' of
When you sleep and smile so comfortable
I just wish that I could give you that
That look that's perfectly un-sad
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Heat waves been fakin' me out

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now
Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been fakin' me out
Can't make you happier now

Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror
Road shimmer wigglin' the vision
Heat, heat waves, I'm swimmin' in a mirror81Embed"
15,Tuna,היי בייב,"19 ContributorsHey Babe - היי בייב Lyrics

אה, שוב טייט, שוב פרש, סמ""ך ת""ו מ""ם שי""ן קו""ף רי""ש
ואם ראיתם פה גברים שבשחור, אה, למה מתאים לי איזה פאפ-הו-פלאש
אה, בסוף טוב בא רק בתנאי, שהסיפור לא קל מידי
קשוח בעסקי הלבבות, את יודעת, את שברת איזה מיליארד אולי
היי, ראן טונה ראן, אין לאן, יו, אנ'לא יכול להישאר כאן, בלאגן
בכיתי כל הדרך לאולפן, מכיר את הנושא, יקח זמן
עכשיו אני הולך כמו תינוק בעולם, כן, כן, לא מתפתל כמו מעוואל
אין לי מה לתת עכשיו למרות שאת וואו, אין לי מה לתת עכשיו למרות שאת ווהו

וכמה שתנסה ללחוץ סייב, וכמה שתנסה לסובב (היי בייב)
אין דרך קלה לשבור לב (היי בייב), אין דרך קלה לשבור (אה, אה)
וכמה שתנסה ללחוץ סייב, וכמה שתנסה לסובב (היי בייב)
אין דרך קלה לשבור לב (היי)
(Oh, baby!)

יה, נשבע לך שזה לא מה שרציתי, היינו טייט כמו תיכוניסטים בסיקסטיז
שנקלעו לאיזו דרמה של דיסני, מחכים לאיזה טוויסט הומוריסטי
וכמו בקטע מיסטי - סגר עולמי, (אני) יהודה ברקן בסרט מדע בדיוני
חבל לי רק שהתסריט הוא בינוני, והבדיחות על חשבונה וחשבוני
(יה, יה, יה)
אל תפחדי מהמרחק, מה שיהיה יהיה טוב
Love אוהב אותך בלב הסערה, כפרה אנקונדישנר
וכמה שניסיתי להיות גבר, להאמין בזה ולעשות סדר
ניסיתי גם לשחרר את הקשר לפוראבר, ולהפך - ניסיתי גם לחזור אחרי נובמבר
You might also like
היי, וכמה שתנסה ללחוץ סייב, וכמה שתנסה לסובב (היי בייב)
אין דרך קלה לשבור לב (היי בייב), אין דרך קלה לשבור (אה, אה)
וכמה שתנסה ללחוץ סייב, וכמה שתנסה לסובב (היי בייב)
אין דרך קלה לשבור לב (היי)
(Oh, baby!)

(אין דרך קלה לשבור)
(אין דרך קלה לשבור, אה)
(זו-טו-טו-טו)Embed"
16,Avraham Tal,שבוע טוב,"2 ContributorsShavu’a Tov - שבוע טוב Lyrics
למה את עושה לי דמעות
לא חושבת עלי
תמיד עושה לי מנגינות
ומה יהיה עלינו
את הורסת באתי לבנות
את לא שואלת מתי
ואת יפה לי בלילות
ומי יפריד בינינו

ככה את אומרת לי פשוט
תתחיל לנגן בקצב תתן
ומה שיהיה פה יהיה

שיהיה לנו שבוע טוב
מנביא ומזכור לטוב
איך אני אוהב שאת רוקדת

למה את גונבת שמיכות
נהיה לי קר פה מידי
תשאלי בחלומות מה יהיה עלינו
גם בעצב גם בשמחות
את לא עוזבת ת'יד
נכון עשינו טעויות
ומי יכול עלינו
You might also like
ככה את אומרת לי פשוט
תתחיל לנגן בקצב תתן
ומה שיהיה פה יהיה

שיהיה לנו שבוע טוב
מנביא ומזכור לטוב
איך אני אוהב שאת אומרת
שיהיה לנו שבוע טוב
כל מה שנשאר זה לאהוב
איך אני אוהב שאת רוקדתEmbed"
17,Eden Hason,גדל לי קצת זקן,"2 ContributorsGadal Li Ktzat Zakan - גדל לי קצת זקן Lyricsלפני כמה שנים כשהייתי ילד
לא מוכן לעולם וכולם
לא אכלו אותי
אני יושב לבד, כולם כדורגל
מי זה המוזר הזה בראי?
אני לא בעניינים, איך בכלל פונים?
חבר'ה צוחקים
וחלום שלי שנהיה חברים
אהה שכח מזה אתה לא מספיק גבר
ובלב שבר. מתגברים..
ואז הדביקו לי שמות, לא חשוב..
כמעט שכחתי איך קוראים לי
תמיד אהבתי תלילות
הייתי שר, כותב שעות עד שיום אחד קצת השתניתי
גדל לי קצת זקן על הצלקות
ולמילים שלי התאמתי מנגינות
הגיטרה היא זאת שפתרה לי בעיות
כמה בעיות, כמה בעיות, כמה..
רוב הזמן לבד, ארבעה קירות
ככה מהצד, למדתי איך לשחות
אף פעם לא שכחתי מה אני צריך להיות
מה צריך להיות, מה צריך להיות..
לפני כמה שנים
נער בבית ספר
לא אוהב הפסקות
רב מכות והבעיות
תמיד רדפו אותי
גם לבד בחדר
מה כבר לא בסדר עם עצמי?
You might also likeואז התחילו השטויות
חסכים
לפצות כי לא הייתי
אז התמכרתי ללילות
למסיבות לבעיות
עד שיום אחד קצת השתניתי
גדל לי קצת זקן על הצלקות
ולמילים שלי התאמתי מנגינות
הגיטרה היא זאת שפתרה לי בעיות
כמה בעיות, כמה בעיות, כמה..
רוב הזמן לבד, ארבעה קירות
ככה מהצד, למדתי איך לשחות
אף פעם לא שכחתי מה אני צריך להיות
מה צריך להיות, מה צריך להיות..
גדל לי קצת זקן על הצלקות
ולמילים שלי התאמתי מנגינות
הגיטרה היא זאת שפתרה לי בעיות
כמה בעיות, כמה בעיות, כמה..Embed"
18,Eviatar Banai,עד מחר,"5 ContributorsAd Mahar - עד מחר Lyrics
אסור לך לחשוב
כשאת כל כך עייפה
צאי לטיול לאור זריחה

רחוקה מהבית
השביל לחזור נמחק
הולכת על חבל דק

הלילות ארוכים
בלי לדעת למה
בורחת ואין רודף

עד מחר, עוד מעט
ילד רץ אלייך
מחבק אותך

נקיף את הפארק
רק להפסיק לחשוב
אנשים עייפים רצים ברחוב

היינו פה כבר קודם
בתפקיד הפוך
הליכה מהירה, להתיש את הגוף
You might also like
עד מחר, עוד מעט
ילד רץ אלייך
מחבק אותך

עד מחר, עוד מעט
ילד רץ אלייך
מחבק אותך

יש פרצה בגדר
בין הגפנים, בין ענבי הכרם
שועלים מחבלים, מייללים ונעלמים

עד מחר, עוד מעט
ילד רץ אלייך
מחבק אותך

עד מחר, עוד מעט
ילד רץ אלייך
מחבק אותך
(עד מחר)
(רץ אלייך)1Embed"
19,Idan Amedi,חלק מהזמן,"2 ContributorsHelek Mehazman - חלק מהזמן Lyrics

חלק מהזמן היו בי חששות על מה
שרציתי להגיד ולא אמרתי אולי כבר לא אומר
בחלון קטן מולי בוהה בפנסי הרחוב
איך ביום הם בודדים ואיך בלילה הם שבים לחיות

ולפעמים זה גם קורה לי בלילות
לחשוב על כל מה שרציתי להיות
ולפעמים זה מן חיוך כזה מוכר
שעוזר לי להשלים עם שנגמר
לפעמים כשסתם צופה על הבנות
כל כך קשה לי להחזיק את הדמעות
כל אלה בגווני סגול ירוק
מזכירים לי שהטוב כבר לא רחוק
הוא כבר לא רחוק


חלק מהזמן היו בי החלטות ברורות
שאני מתחילה לשמוח להרפות מכל מה שכבר לא
בחלון קטן מולי בוהה בעיר הישנה
שאהבתי לאהוב היא אהבה אותי בחזרה
You might also like
ולפעמים זה עוד קורה לי בלילות
לחשוב על כל מה שרציתי להיות
ולפעמים זה מן חיוך כזה מוכר
שעוזר לי להשלים עם שנגמר
לפעמים כשסתם צופה על הבנות
כל כך קשה לי להחזיק את הדמעות
כל אלה בגווני סגול ירוק
מזכירים לי שהטוב כבר לא רחוק
הוא כבר לא רחוק


ולפעמים זה עוד קורה לי בלילות
לחשוב על כל מה שרציתי להיות
ולפעמים זה מן חיוך כזה מוכר
שעוזר לי להשלים עם שנגמר
לפעמים כשסתם צופה על הבנות
כל כך קשה לי להחזיק את הדמעות
כל אלה בגווני סגול ירוק
מזכירים לי שהטוב כבר לא רחוק
הוא כבר לא רחוק
Embed"
20,Yuval Dayan,שרק תחייך,"2 ContributorsSherak Techayech - שרק תחייך Lyricsאני יודעת שיש מלאכים בעולם
מחכים לי בדרך
לא צריך למהר, הכל יסתדר
זה יבוא עם הזמן
יש דברים חשובים באמת
זה בסוף בפרטים הקטנים
לפעמים לא צריך לדבר
גם בשקט מצאנו מילים
שרק תחייך כל החיים
זה כל מה שאני מבקשת
בית קטן, גינה לילדים
תאמין לי אני מאושרת
תדע שאני לתמיד עלינו שומרת
ואתה עוד תראה
הדברים מעצמם יתחברו עם הדרך
הפחדים יפחדו, שאלות יפתרו
זה יבוא עם הזמן
יש דברים חשובים באמת
זה בסוף בפרטים הקטנים
לפעמים לא צריך לדבר
גם בשקט מצאנו מילים
שרק תחייך כל החיים
זה כל מה שאני מבקשת
בית קטן, גינה לילדים
תאמין לי אני מאושרת
תדע שאני לתמיד עלינו שומרת
You might also likeשרק תחייך כל החיים
זה כל מה שאני מבקשת
בית קטן, גינה לילדים
תאמין לי אני מאושרת
שרק תחייך כל החיים
זה כל מה שאני מבקשת
בית קטן, גינה לילדים
תאמין לי אני מאושרת
תדע שאני לתמיד עלינו שומרתEmbed"
21,Eden Hason,את חסרה לי,"3 ContributorsAt Hasera Li - את חסרה לי Lyrics
אותו הבר אותן שטויות
אני צייד של בעיות
והסיפור שלי מתחיל בזה שיש אותך
אני נפתח קצת בקלות ובדיוק כאן עשיתי שטות
והנראה לאחרונה שלי היה איתך

אחח, ים חלומות זרקנו לפח
שק חבטות, דברים שפתחת ומאז, הראש שלי רק מסתובב

ונכנסת אל תוך חיי
אני לא זוכר מתי ככה כאב לי
בואי נשב ונדבר, לא שומר בפנים יותר
את חסרה לי

אותו הבר אותן פרידות
הבאת לי מוזות הזויות והסיפור הזה ממשיך בזה שאין אותך
הלכת ובא לי דיכאון, מסטלות אין לי תיאבון
כשהלב רעב לטעם המאוס שלך

אחח, ים חלומות זרקנו לפח
שק חבטות, דברים שפתחת ומאז הלב שלי טיפה ברח
You might also like
ונכנסת אל תוך חיי
אני לא זוכר מתי ככה כאב לי
בואי נשב ונדבר, לא שומר בפנים יותר
את חסרה לי

שתיתי לי כוס, שתיתי שלוש
תכף הערק יתן לי בראש
באתי שעה והלכתי
לשכוח את זאת שאהבתי
הקצב דופק וכולם עצובים
איך מישהי אחרת נראה לי מתאים
מיטה מסתובבת נפלתי
נזכרתי בזאת שאהבתי

ונכנסת אל תוך חיי
אני לא זוכר מתי ככה כאב לי
בואי נשב ונדבר, לא אוהב אותך יותר, את חסרה לי
ונכנסת אל תוך חיי
אני לא זוכר מתי ככה כאב לי
בואי נשב ונדבר, לא אוהב אותך יותר, את חסרה ליEmbed"
22,Eden Hason,אין יותר מועדונים,"1 ContributorEin Yoter Mo’adonim - אין יותר מועדונים Lyrics
את אומרת נגמרו המשחקים
את אורזת תיק מלא בגדים ושבה להורים
כי הלילות שלך יותר מידי קרים מסתובבת מסתגרת
עד שנגמרים החברים
נפלת על גבר שמוצאים רק בסרטים
שנראה בדיוק הטעם וללב עושה קסמים עושה קסמים
עושה קסמים

את אומרת נגמרו המשחקים נמאסו עליך כל החברה במועדונים
נחזור הביתה שיכורה על החיים כולך ריח של סיגריות
נופלת בום על הסדינים חיפשת לך מישהו מסודר על החיים
שיתן לך את השקט שראית בכל האנשים
אבל מהר גילית שלא תמיד מוצאים את ההוא שיגיד לך

אין יותר מועדונים (סיבובים כל הלילה)
אין יותר מועדונים (סיבובים כל הלילה)
אין יותר מועדונים (סיבובים כל הלילה)
אין יותר מועדונים (סיבובים כל הלילה)

על רכבת מלאה באנשים אוזניות ומשקפיים מסתירים את הפנים
אל המסך שוקעת כי כולם בוהים כל אחד שמסתכל אז מגבירים ומגבירים
כולם נראים כמו החברה במועדונים אותה תספורת מוזרה אותם הסיפורים
והשירים אותם שירים רק מקצבים שונים
את חוזרת עוד היום הביתה להורים
You might also like
את אומרת נגמרו המשחקים נמאסו עליך כל החברה במועדונים
נחזור הביתה שיכורה על החיים כולך ריח של סיגריות
נופלת בום על הסדינים חיפשת לך מישהו מסודר על החיים
שיתן לך את השקט שראית בכל האנשים
אבל מהר גילית שלא תמיד מוצאים את ההוא שיגיד לך

אין יותר מועדונים (סיבובים כל הלילה)
אין יותר מועדונים (סיבובים כל הלילה)
אין יותר מועדונים (סיבובים כל הלילה)
אין יותר מועדוניםEmbed"
23,Tones And I,Dance Monkey,"157 ContributorsTranslationsTürkçeEspañolРусскийDeutschFrançaisفارسیDance Monkey Lyrics
They say, ""Oh my god, I see the way you shine
Take your hands, my dear, and place them both in mine""
You know you stopped me dead while I was passing by
And now I beg to see you dance just one more time

Ooh, I see you, see you, see you every time
And oh my, I, I, I like your style
You, you make me, make me, make me wanna cry
And now I beg to see you dance just one more time

So they say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you’re done, I'll make you do it all again""

I said, ""Oh my god, I see you walking by
Take my hands, my dear, and look me in my eyes""
Just like a monkey, I've been dancin’ my whole life
But you just beg to see me dance just one more time
You might also like
Ooh, I see you, see you, see you every time
And oh my, I, I, I like your style
You, you make me, make me, make me wanna cry
And now I beg to see you dance just one more time

So they say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you're done, I'll make you do it all again""
They say
""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you're done, I'll make you do it all again""

Ooh, ooh, ooh, ooh, ooh
Oh-oh, oh-oh, oh
Ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ah-ah, ah-ah
They say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you’re done, I’ll make you do it all again""
They say
""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, eh-eh-eh
And when you’re done, I'll make you do it all again
All again""114Embed"
24,Ishay Ribo,סיבת הסיבות,"3 ContributorsSibat Hsibot - סיבת הסיבות Lyricsתשיב בי את הרוח
תוריד ממני את הגשם
היה לי ים זמן לנוח
התרגלתי קצת בעצם
ובמרחב הפתוח
רואים באופק את השמש
אין ספק אני בטוח
בסוף עוד תתבהר הדרך
רק פתח לנו
שערי אמונה
שערי הבנה
שאין לנו מלך
אלא אתה סיבת הסיבות
עילת העילות נורא תהילות
ורק לך נאה להודות
על כל הימים וכל הלילות
יצאנו מתיבת הנח
אל מציאות אחרת
לפדות את אסירי הכח
ולכודי הרשת
גם לקבל את השחור לבן
עם כל צבעי הקשת
משנה אבות פרק ג'
חביב אדם שנברא בצלם
You might also likeרק פתח לנו
שערי הכלה
שערי התחלה
כי אין לנו מלך
אלא אתה סיבת הסיבות
עילת העילות נורא תהילות
ורק לך נאה להודות
על כל הימים וכל הלילות
רק אתה סיבת הסיבות
עילת העילות נורא תהילות
ורק לך נאה להודות
על כל הימים וכל הלילות
רק אתה סיבת הסיבות
עילת העילות שומע תפילות
ורק לך נאה להודות
על כל הימים וכל הלילות
רק אתה...
ורק לך נאה להודות
על כל הימים וכל הלילות
רק אתהEmbed"
25,Tuna,עולם משוגע,"21 ContributorsOlam Meshuga - עולם משוגע Lyrics
Easy Nechi Nech a mi seh easy now man
Tunaman Jones a mi seh easy now man
Positive vibe fe rock the nation
If you know the lyrics sing along sing along-long

הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע
הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע

תגידי מי חשב שנגמור את זה ככה?
עזבי את זה, מי חשב אי פעם שנתחיל?
ומי דימיין שאחרי כמה שנים טובות
שאני מנסה לטשטש עקבות
את תמיד מוצאת לך איזה פאקינג שביל
היית כמו שמש בעולם שכולו סתיו
ואז, אני הייתי סתם בחור שכונה שמאוהב…
בך, וכנראה אף פעם לא אשכח
איך שלחת לב מהניילונים ישר אל המוסך
אולי בצדק, מאז קצת השתנתי
היום, פחות שיער, פחות נבהל, פחות פתטי
האמת היא שתהיתי אם היה לנו סיכוי
ואם גם את נזכרת בי באיזה גשם לא צפוי
את משהו אחר ולא קשה לראות
איך מילאת לי ת'חסר ואז ת'מחברות
געגוע שתקוע בלי תאריך תפוגה
כמה זה נורמלי, ככה זה משוגע
You might also like
הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע
הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע

?תגידי מי חשב שנגמור את זה ככה
שבוע בדיוק לפני שאת טסה, איזו כאפה
לא מאמין בעצמי לשטויות שסיפרתי לך
ובכל זאת, מרגיש כאילו רק אתמול אמרתי לך
״היכנסי כבר אל האוטו וניסע מאמה״
רצית שניסע הכי רחוק ולא נשאל למה
אמרתי לך: ״החיים זה פיוז׳ן של גורל וקארמה״
אמרת לי: ״עזוב שטויות בוא נאכל שווארמה״
עם הזמן, ראיתי איך אני מתרחק ואת משתנה
הייתי משוכנע שנתחתן ונביא ילדים, בקושי החזקנו שנה
אמרת שהעולם הזה דפוק כמעט כמוני
אני עובר משבר ואת עוברת דירה, פורקת קרטונים
אמרת לי: ״יום יבוא ויהיה לך טוב, אתה תראה״
אני חייכתי כמו אדיוט שלא מבין וכנראה
עדיין לא מצאנו נחלה ואושר
...אם באמצע החיים אני פתאום נזכר ביום ש
הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע
הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע

הגשם שוב הגיע מוקדם
ויש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע
הגשם שוב הגיע מוקדם
ומאמי יש פקקים בעיר בדרך לים
תמיד אמרת שזה עולם משוגע
תמיד אמרת שזה עולם משוגע

זה גורל, זה עבר, זה חזר, זה כואב לפעמים
(תמיד אמרת שזה עולם משוגע, תמיד אמרת שזה עולם משוגע)
אני רק מקווה שגם לך זה צובט מבפנים
(תמיד אמרת שזה עולם משוגע, תמיד אמרת שזה עולם משוגע)
זה גורל, זה עבר, זה חזר, זה כואב לפעמים
(תמיד אמרת שזה עולם משוגע, תמיד אמרת שזה עולם משוגע)
אני רק מקווה שגם לך זה צובט מבפנים
(תמיד אמרת שזה עולם משוגע, תמיד אמרת שזה עולם משוגע)
Easy Nechi Nech a mi seh easy now man
Tunaman Jones a mi seh easy now man
Positive vibe fe rock the nation
If you know the lyrics sing along sing along-long1Embed"
